,English Version,Label,News,Author,Date,Authenticity
1358,A swimming pool in the middle of nowhere? Mr. Stalin.. Share the old video.. BJP Nirmal in trouble!,politics,நடுரோட்டில் நீச்சல் குளமா? ஸ்டாலின் ஐயா.. பழைய வீடியோவை பகிர்ந்து.. சிக்கலில் மாட்டிய பாஜக நிர்மல்! ,Shyamsundar I,04-10-2022 11:44,1
1359,There is no progress.. Prime Minister Modi criticized the Gujarat government? What is the truth?,politics,கொஞ்சமும் முன்னேற்றம் இல்லை.. குஜராத் அரசை விமர்சித்து பேசிய பிரதமர் மோடி? உண்மை என்ன? ,Shyamsundar I,01-10-2022 16:24,1
1360,"A military coup in China? The ""army"" forces that have been deployed against President Xi Jinping? What is the truth?",politics,"சீனாவில் ராணுவ புரட்சியா? அதிபர் ஜி ஜின்பிங்கிற்கு எதிராக களமிறங்கிய ""ஆர்மி"" படைகள்? உண்மை என்ன? ",Shyamsundar I,24-09-2022 17:34,1
1361,"Ah. Rasa talk.. ""*** stay there"".. Lakshmi Ramakrishnan Do you talk ""like this""? Surya cut and pasted",entertainment,"ஆ.ராசா பேச்சு.. ""***கிட்டு இருங்க"".. லட்சுமி ராமகிருஷ்ணன் ""இப்படி"" பேசுனாங்களா? வெட்டி ஒட்டிய சூர்யா",Shyamsundar I,23-09-2022 16:49,1
1362,"A photo of Rahul with the girl! Has BJP Nirmal deleted the ""Shock Smiley"" post? FACT CHECK",politics,"சிறுமியுடன் ராகுல் உள்ள போட்டோ! ""அதிர்ச்சி ஸ்மைலி"" போஸ்டை டெலிட் செய்தாரா பாஜக நிர்மல்? FACT CHECK ",Shyamsundar I,18-09-2022 19:12,1
1363,Weeding Jodo Pilgrimage! Never expected.. Look who met Rahul! What happened?,politics,களைகட்டும் ஜோடோ யாத்திரை! எதிர்பார்க்கவே இல்லை.. ராகுலை யார் சந்திச்சாங்கன்னு பாருங்க! என்ன நடந்தது? ,Shyamsundar I,2022-09-08T09:13:49+05:30,1
1364,"NEET exam results.. 67,787 pass in Tamil Nadu.. Who tops? What is the national rank?",miscellaneous," நீட் தேர்வு முடிவுகள்.. தமிழ்நாட்டில் 67,787 பேர் தேர்ச்சி.. யாருக்கு முதலிடம்? தேசிய ரேங்க் என்ன? ",Shyamsundar I,2022-09-08T07:52:07+05:30,1
1365,NEET Entrance Exam for Junior Medical Courses.. Result Released.. How to Check?,miscellaneous,இளநிலை மருத்துவப் படிப்புகளுக்கான நீட் நுழைவுத்தேர்வு.. வெளியானது ரிசல்ட்.. எப்படி பார்ப்பது? ,Shyamsundar I,07-09-2022 12:17,1
1366,West Bengal is the first in the cases of spreading false news.. data released,politics,பொய் செய்திகள் பரப்பும் வழக்குகளில் மேற்கு வங்கம்தான் முதலிடம்.. வெளியான டேட்டா,Halley Karthik,03-09-2022 16:44,1
1367,Everything that is spreading is fake news.. Video.. Central government has blocked 8 YouTube channels,tech,பரப்புறது எல்லாம் பொய் செய்தி.. வீடியோ.. 8 யூடியூப் சேனல்களை முடக்கிய மத்திய அரசு,Jackson Singh,2022-08-18T16:07:26+05:30,1
1368,Apple fell on Newton fake! Sanskrit is the 3rd language! Karnataka Education Policy Committee Report,tech,நியூட்டன் மீது ஆப்பிள் விழுந்தது போலி! சமஸ்கிருதம் 3வது மொழி! கர்நாடக கல்விக்கொள்கை குழு அறிக்கை ,Yogeshwaran Moorthi,10-07-2022 19:18,1
1369,Everything is a lie! Why was the ban on Telegram lifted in Brazil in 2 days?,tech,எல்லாமே பொய்! பிரேசிலில் டெலிகிராமுக்கு விதிக்கப்பட்ட தடை 2 நாட்களில் வாபஸ் பெறப்பட்டது ஏன்? ,Noorul Ahamed Jahaber Ali,21-03-2022 12:10,1
1370,I am alive.. Wrestler Nisha Dahiya released a video and explained,politics, உயிரோடு இருக்கேன்.. மல்யுத்த வீராங்கனை நிஷா தாஹியா வீடியோ வெளியிட்டு விளக்கம்,Hemavandhana,11-11-2021 13:48,1
1371,Netizens are roasting BJP Narayanan who put an old photo and mocked DMK!,politics,பழைய போட்டோவை போட்டு.. திமுகவை கிண்டலடித்த பாஜக நாராயணன்.. வறுத்தெடுக்கும் நெட்டிசன்ஸ்! ,Shyamsundar I,05-10-2021 12:11,1
1372,NEET Hall Ticket: The Supreme Court of India refused to postpone the NEET exam on September 12,miscellaneous,நீட் ஹால்டிக்கெட்: செப்.12ஆம் தேதி நடக்கும் நீட் தேர்வை தள்ளி வைக்க இந்திய உச்ச நீதிமன்றம் மறுப்பு,BBC News தமிழ்,07-09-2021 18:15,1
1373,Is NEET exam on 5th September? Rumor spread on the Internet.. Examination agency explanation!,miscellaneous,நீட் தேர்வு செப்டம்பர் 5ம் தேதி நடைபெறுகிறதா? இணையத்தில் பரவும் வதந்தி.. தேர்வு முகமை விளக்கம்! ,Shyamsundar I,07-07-2021 07:19,1
1374,"""IIT Model"".. Nationwide Corona Lockdown from 1st July?.. ""Clubbed"" gang.. What is the truth?",miscellaneous,"""ஐஐடி மாடல்"".. ஜூலை 1 முதல் நாடு முழுக்க கொரோனா லாக்டவுனா?.. ""கிளப்பிவிட்ட"" கும்பல்.. உண்மை என்ன? ",Shyamsundar I,2021-06-30T16:45:44+05:30,1
1386,West Bengal is the first in the cases of spreading false news.. data released,miscellaneous,பொய் செய்திகள் பரப்பும் வழக்குகளில் மேற்கு வங்கம்தான் முதலிடம்.. வெளியான டேட்டா,Halley Karthik,03-09-2022 16:44,1
1395,900 districts? Annamalai who went to America and gave wrong accounts.. Do you take note! What is the truth?,tech,900 மாவட்டங்களா? அமெரிக்காவில் போய் தப்பாக கணக்கு காட்டிய அண்ணாமலை.. நோட் பண்ணீங்களா! உண்மை என்ன? ,Shyamsundar I,14-10-2022 19:36,1
1396,"Put the explosion! The BJP Souda Mani who posted it with desire.. In the end saw a ""lie"" .. Controversy erupted",tech,"போட்றா வெடியை! ஆசை ஆசையாக போஸ்ட் போட்ட பாஜக சவுதா மணி.. கடைசியில் பார்த்தா ""பொய்"" .. வெடித்த சர்ச்சை ",Shyamsundar I,11-10-2022 13:19,1
1410,I am alive.. Wrestler Nisha Dahiya released a video and explained,tech, உயிரோடு இருக்கேன்.. மல்யுத்த வீராங்கனை நிஷா தாஹியா வீடியோ வெளியிட்டு விளக்கம்,Hemavandhana,11-11-2021 13:48,1
1415,"A video shows an actor ""getting into character before his press interview less than 24 hours after the supposed killing of his 6-year-old daughter.""",entertainment,"ஒரு நடிகர் ""தனது 6 வயது மகள் கொல்லப்பட்டதாகக் கூறப்படும் 24 மணி நேரத்திற்குள் அவரது பத்திரிகை நேர்காணலுக்கு முன் கதாபாத்திரத்தில் தோன்றுவதை"" ஒரு வீடியோ காட்டுகிறது.", Instagram posts ," stated on October 16, 2022 in an Instagram post: ",1
1416,Video shows Hillary Clinton talking about a glass dome over the Earth.,tech,காணொளியில் ஹிலாரி கிளிண்டன் பூமிக்கு மேல் ஒரு கண்ணாடி குவிமாடம் பற்றி பேசுவதைக் காட்டுகிறது., Instagram posts ," stated on October 17, 2022 in an Instagram post: ",1
1417,Dark spots on potato chips are “infected with throat mold.”,tech,"உருளைக்கிழங்கு சில்லுகளில் உள்ள கரும்புள்ளிகள் ""தொண்டை அச்சுகளால் பாதிக்கப்படுகின்றன.""", Facebook posts ," stated on October 7, 2022 in a post: ",1
1418,Federal aid to tribal governments is “foreign aid.”,politics,"பழங்குடியின அரசாங்கங்களுக்கு மத்திய அரசின் உதவி என்பது ""வெளிநாட்டு உதவி"" ஆகும்.", Nick Myers ," stated on September 12, 2022 in a debate: ",1
1419,"""Kamala Harris resigns in shock after Biden's 'mandatory' border trip...Trump jails 'corrupt' VP.""",politics,பிடனின் 'கட்டாய' எல்லைப் பயணத்திற்குப் பிறகு அதிர்ச்சியில் கமலா ஹாரிஸ் ராஜினாமா செய்தார்... 'ஊழல்' வி.பி.யை டிரம்ப் சிறையில் அடைத்தார்., Facebook posts ," stated on October 12, 2022 in a Facebook post: ",1
1420,The government is giving every household a $500 Walmart shopping credit to help with inflation.,politics,பணவீக்கத்திற்கு உதவ ஒவ்வொரு குடும்பத்திற்கும் $500 வால்மார்ட் ஷாப்பிங் கிரெடிட்டை அரசாங்கம் வழங்குகிறது., Facebook posts ," stated on October 10, 2022 in a Facebook post: ",1
1421,North Korea has taken military action against Russia.,politics,ரஷ்யா மீது வடகொரியா ராணுவ நடவடிக்கை எடுத்துள்ளது., Facebook posts ," stated on October 8, 2022 in Facebook post: ",1
1422,"Parasite cleanses ""kill herpes by starving the parasites in the stomach.""",tech,"ஒட்டுண்ணி ""வயிற்றில் உள்ள ஒட்டுண்ணிகளை பட்டினியால் ஹெர்பெஸைக் கொல்லும்"" என்று சுத்தப்படுத்துகிறது.", Facebook posts ," stated on September 28, 2022 in a post: ",1
1423,"""President Trump and I lost an election in 2020 because of a rigged election.""",politics,"""ஜனாதிபதி டிரம்பும் நானும் 2020 தேர்தலில் மோசடியான தேர்தல் காரணமாக தோல்வியடைந்தோம்.""", Jim Marchant ," stated on October 8, 2022 in a rally: ",1
1424,"""To call what happened on January 6 an armed insurrection, I just think is not accurate.""",politics,"""ஜனவரி 6 அன்று நடந்ததை ஆயுதமேந்திய கிளர்ச்சி என்று அழைப்பது துல்லியமாக இல்லை என்று நான் நினைக்கிறேன்.""", Ron Johnson ," stated on October 4, 2022 in Public statement: ",1
1425,"COVID was ""so bad one year, they just forgot to give us a hurricane? What's really going on here.""",tech,"COVID ""ஒரு வருடம் மிகவும் மோசமாக இருந்தது, அவர்கள் எங்களுக்கு ஒரு சூறாவளி கொடுக்க மறந்துவிட்டார்கள்? உண்மையில் இங்கே என்ன நடக்கிறது.""", Instagram posts ," stated on October 1, 2022 in Instagram post: ",1
1426,"""The Obama Foundation stored classified documents in an abandoned furniture warehouse.""",politics,"""ஒபாமா அறக்கட்டளை இரகசிய ஆவணங்களை கைவிடப்பட்ட தளபாடங்கள் கிடங்கில் சேமித்து வைத்தது.""", Facebook posts ," stated on September 22, 2022 in a Facebook post: ",1
1427,Aileen Cannon has been arrested.,politics,ஐலின் கேனான் கைது செய்யப்பட்டுள்ளார்., Facebook posts ," stated on October 1, 2022 in a post: ",1
1428,“Dr. Oz wins seat.”,politics,“டாக்டர். ஓஸ் வெற்றி பெறுகிறார்., Facebook posts ," stated on October 5, 2022 in a Facebook post: ",1
1429,Says Mandela Barnes supports killing “preemies” – “infants born prior to 37 weeks of pregnancy”,tech,"மண்டேலா பார்ன்ஸ் ""பிரீமிகளை"" - ""கர்ப்பத்தின் 37 வாரங்களுக்கு முன்பு பிறந்த குழந்தைகளை"" கொல்வதை ஆதரிக்கிறார் என்கிறார்", Restoration PAC ," stated on September 28, 2022 in Digital ad: ",1
1430,Hurricane Ian was orchestrated as part of a pandemic-related conspiracy to devastate Floridians.,tech,புளோரிடியர்களை அழிக்கும் ஒரு தொற்றுநோய் தொடர்பான சதித்திட்டத்தின் ஒரு பகுதியாக இயன் சூறாவளி திட்டமிடப்பட்டது., Instagram posts ," stated on September 29, 2022 in a post: ",1
1431,"""Walrus seen on Florida streets after Hurricane Ian hits land.""",tech,"""இயன் சூறாவளி நிலத்தைத் தாக்கிய பிறகு புளோரிடா தெருக்களில் காணப்பட்ட வால்ரஸ்.""", Instagram posts ," stated on September 28, 2022 in a video: ",1
1432,"""All weather is artificially controlled.""",tech,"""எல்லா வானிலையும் செயற்கையாக கட்டுப்படுத்தப்படுகிறது.""", Instagram posts ," stated on September 27, 2022 in a post: ",1
1433,"At an Atlanta Braves celebration, President Joe Biden “demanded that all the little kids come up on stage to sit on his lap.”",politics,"அட்லாண்டா பிரேவ்ஸ் கொண்டாட்டத்தில், ஜனாதிபதி ஜோ பிடன் ""அனைத்து சிறு குழந்தைகளும் மேடையில் வந்து தனது மடியில் உட்கார வேண்டும்"" என்று கோரினார்.", Facebook posts ," stated on September 27, 2022 in a Facebook post: ",1
1434,"“You know how many convicted felons Scott Walker let out during his eight years early on parole? Zero. Tony Evers is approaching 1,000 of these that he's letting out early.""",entertainment,"""ஸ்காட் வாக்கர் தனது எட்டு வருடங்களில் பரோலில் இருந்து எத்தனை குற்றவாளிகளை வெளியேற்றினார் தெரியுமா? பூஜ்யம். டோனி எவர்ஸ் இவற்றில் 1,000 ஐ நெருங்கி வருகிறார், அவர் முன்கூட்டியே வெளியேறினார்.""", Tim Michels ," stated on September 10, 2022 in Public statement: ",1
1435,House Democrats kicked Nancy Pelosi from office.,miscellaneous,ஹவுஸ் டெமாக்ராட்ஸ் நான்சி பெலோசியை பதவியில் இருந்து உதைத்தார்., Facebook posts ," stated on September 26, 2022 in a post: ",1
1436,"""Future and Malia Obama are expecting their first child together.""",politics,"""எதிர்காலமும் மலியா ஒபாமாவும் முதல் குழந்தையை ஒன்றாக எதிர்பார்க்கிறார்கள்.""", Facebook posts ," stated on September 14, 2022 in a video: ",1
1437,"Then-Vice President Mike Pence ""seized power"" from President Donald Trump and undertook ""a coup"" when he called on federal agencies to stop the Jan. 6 Capitol riot.",politics,"அப்போதைய துணை ஜனாதிபதி மைக் பென்ஸ், ஜனாதிபதி டொனால்ட் டிரம்ப்பிடம் இருந்து ""அதிகாரத்தைக் கைப்பற்றினார்"" மேலும் ஜனவரி 6 கேபிடல் கலவரத்தை நிறுத்துமாறு கூட்டாட்சி அமைப்புகளுக்கு அழைப்பு விடுத்தபோது ""ஒரு சதி"" செய்தார்.", Mark Finchem ," stated on July 28, 2022 in a speech: ",1
1438,"If Jeff Bezos' net worth reaches $1 trillion, ""he could literally end world poverty and give everyone $1 billion and he will still have $91.5 billion left.""",tech,"ஜெஃப் பெசோஸின் நிகர மதிப்பு 1 டிரில்லியன் டாலர்களை எட்டினால், ""அவர் உண்மையில் உலக வறுமையை முடிவுக்குக் கொண்டு வந்து அனைவருக்கும் 1 பில்லியன் டாலர்களை வழங்க முடியும், மேலும் அவரிடம் இன்னும் 91.5 பில்லியன் டாலர்கள் மீதம் இருக்கும்.""", Facebook posts ," stated on September 14, 2022 in a photo on Facebook: ",1
1439,Barack and Michelle Obama are not the real parents of their children.,politics,பராக் மற்றும் மிச்செல் ஒபாமா அவர்களின் குழந்தைகளின் உண்மையான பெற்றோர் அல்ல., Facebook posts ," stated on September 14, 2022 in a post: ",1
1440,"""Obama & Clinton are being arrested by the military.""",politics,"""ஒபாமா & கிளிண்டன் இராணுவத்தால் கைது செய்யப்படுகிறார்கள்.""", Facebook posts ," stated on September 14, 2022 in a Facebook post: ",1
1441,"""Russia is becoming the first country to break ties with the Antarctic Treaty.""",politics,"""அண்டார்டிக் உடன்படிக்கையுடன் உறவுகளை முறித்துக் கொள்ளும் முதல் நாடு ரஷ்யாவாகும்.""", Instagram posts ," stated on September 12, 2022 in TikTok video in Instagram post: ",1
1442,The Clintons killed Ken Starr.,politics,கிளின்டன்கள் கென் ஸ்டாரைக் கொன்றனர்., Tweets ," stated on September 13, 2022 in a tweet: ",1
1443,"""No plane debris was found at the Pentagon.""",tech,பென்டகனில் விமானக் குப்பைகள் எதுவும் காணப்படவில்லை., Instagram posts ," stated on September 12, 2022 in an image: ",1
1444,"Video shows a statement from Donald Trump on Sept. 8, 2022.",politics,"செப்டம்பர் 8, 2022 அன்று டொனால்ட் டிரம்பின் அறிக்கையை வீடியோ காட்டுகிறது.", Facebook posts ," stated on September 8, 2022 in a Facebook post: ",1
1445,A Boeing 757 did not fly into the Pentagon on 9/11.,tech,9/11 அன்று போயிங் 757 பென்டகனுக்குள் பறக்கவில்லை., Facebook posts ," stated on September 11, 2022 in a Facebook post: ",1
1446,King Charles III signed “a proclamation stating that Donald Trump won the 2020 presidential election and is the rightful president by law.”,politics,"2020 ஜனாதிபதித் தேர்தலில் டொனால்ட் ட்ரம்ப் வெற்றி பெற்றதாகவும், சட்டப்படி அவர் தான் சரியான ஜனாதிபதி என்றும் அறிவிக்கும் பிரகடனத்தில் மூன்றாம் சார்லஸ் மன்னர் கையெழுத்திட்டார்.", Facebook posts ," stated on September 11, 2022 in a Facebook post: ",1
1447,Queen Elizabeth II was a reptile.,politics,ராணி இரண்டாம் எலிசபெத் ஒரு ஊர்வன., Facebook posts ," stated on July 7, 2022 in a Facebook post: ",1
1448,"""Prince was sacrificed for (Queen Elizabeth II's) 90th birthday.""",miscellaneous,"""இளவரசர் (ராணி எலிசபெத் II) 90 வது பிறந்தநாளுக்காக தியாகம் செய்யப்பட்டார்.""", Instagram posts ," stated on September 8, 2022 in an Instagram video: ",1
1449,"""We all know the Queen's been dead for a while now,"" and her death is part of a dark conspiracy involving pedophilia or child trafficking.",tech,"""ராணி இறந்து கொஞ்ச நாளாகிவிட்டது என்பதை நாம் அனைவரும் அறிவோம்,"" மேலும் அவரது மரணம் பெடோபிலியா அல்லது குழந்தை கடத்தல் சம்பந்தப்பட்ட இருண்ட சதியின் ஒரு பகுதியாகும்.", Facebook posts ," stated on September 8, 2022 in a post: ",1
1450,"""Queen Elizabeth shot dead in Detroit.""",tech,"""ராணி எலிசபெத் டெட்ராய்டில் சுட்டுக் கொல்லப்பட்டார்.""", Instagram posts ," stated on September 8, 2022 in an image shared on Instagram: ",1
1451,President Joe Biden “employed actors to portray Marine guards” during a Sept. 1 speech.,politics,"ஜனாதிபதி ஜோ பிடன் செப்டம்பர் 1 உரையின் போது ""கடல் காவலர்களை சித்தரிக்க நடிகர்களை வேலைக்கு அமர்த்தினார்"".", Facebook posts ," stated on September 3, 2022 in a video: ",1
1452,Joe Biden threatened to assassinate Ukraine's former president.,politics,உக்ரைனின் முன்னாள் அதிபரை கொலை செய்யப்போவதாக ஜோ பிடன் மிரட்டல் விடுத்தார்., Facebook posts ," stated on August 29, 2022 in a Facebook post: ",1
1453,"Another continent may exist beneath Antarctica, which is also home to homicidal sea creatures of unknown origin",tech,"அண்டார்டிகாவிற்கு கீழே மற்றொரு கண்டம் இருக்கலாம், இது அறியப்படாத பூர்வீகக் கடல் உயிரினங்களின் தாயகமாகவும் உள்ளது.", Facebook posts ," stated on August 24, 2022 in Facebook post: ",1
1454,The FBI “spent more time investigating” the Jan. 6 Capitol attack than 9/11.,miscellaneous,"FBI ஜனவரி 6 கேபிடல் தாக்குதலை 9/11 ஐ விட ""அதிக நேரம் விசாரணை செய்தது"".", Facebook posts ," stated on August 24, 2022 in an image shared on Facebook: ",1
1455,"The National Guard was activated Jan. 6, 2021, and “is in complete control.”",miscellaneous,"ஜன. 6, 2021 அன்று தேசிய காவல்படை செயல்படுத்தப்பட்டது, மேலும் ""முழு கட்டுப்பாட்டில் உள்ளது.""", Facebook posts ," stated on August 29, 2022 in Facebook post: ",1
1456,"""In Arizona, we have flooded the zone with fake ballots.""",tech,"""அரிசோனாவில், நாங்கள் போலி வாக்குகளால் மண்டலத்தை வெள்ளத்தில் மூழ்கடித்துள்ளோம்.""", Mark Finchem ," stated on August 25, 2022 in a radio show: ",1
1457,The Supreme Court will put Donald Trump back in office in October,politics,சுப்ரீம் கோர்ட் அக்டோபர் மாதம் டொனால்ட் டிரம்பை மீண்டும் பதவிக்கு அமர்த்தும், Facebook posts ," stated on August 18, 2022 in a TikTok on Facebook: ",1
1458,"""Monkeypox is a complete, fake sham"" that's ""designed to force lockdowns, mandates and shots.""",tech,"""குரங்கு பாக்ஸ் ஒரு முழுமையான, போலியான போலித்தனம்"" இது ""லாக்டவுன்கள், கட்டளைகள் மற்றும் காட்சிகளை கட்டாயப்படுத்த வடிவமைக்கப்பட்டுள்ளது.""", Facebook posts ," stated on August 17, 2022 in Facebook post: ",1
1459,Quotes Sarah Palin as saying “when Jesus celebrated Easter with his disciples there were no Easter bunnies or egg hunts.”,politics,"""இயேசு தனது சீடர்களுடன் ஈஸ்டர் கொண்டாடியபோது ஈஸ்டர் முயல்களோ முட்டை வேட்டைகளோ இல்லை"" என்று சாரா பாலின் மேற்கோள் காட்டினார்.", Facebook posts ," stated on August 21, 2022 in a Facebook post: ",1
1460,Video implies talk between Barack Obama and Kamala Harris has coded references to pedophilia.,politics,"பராக் ஒபாமாவுக்கும் கமலா ஹாரிஸுக்கும் இடையேயான பேச்சு, குழந்தைப் பருவத்தைப் பற்றிய குறிப்புகளை குறியீடாக்கியதை வீடியோ குறிக்கிறது.", Facebook posts ," stated on August 15, 2022 in a Facebook video: ",1
1461,"""We also know (the Sierra Club) paid for those reporters"" at the Palm Beach Post.",politics,"பாம் பீச் போஸ்டில் ""அந்த நிருபர்களுக்கு (சியரா கிளப்) பணம் கொடுத்தது எங்களுக்கும் தெரியும்"".", Nikki Fried ," stated on August 14, 2022 in a campaign event: ",1
1462,"""Send your postcards to 5 key states to decertify fraud"" in the 2020 election.",politics,"2020 தேர்தலில் ""மோசடியை உறுதிப்படுத்த உங்கள் அஞ்சல் அட்டைகளை 5 முக்கிய மாநிலங்களுக்கு அனுப்பவும்"".", Facebook posts  ," stated on August 3, 2022 in a Facebook post: ",1
1463,"""Liz Cheney cries like children after losing in 'primary' against Trump's pick,"" two days before the primary election.",politics,"""லிஸ் செனி, டிரம்பின் தேர்வுக்கு எதிராக 'முதன்மை'யில் தோல்வியடைந்த பிறகு குழந்தைகளைப் போல அழுகிறார்,"" முதன்மைத் தேர்தலுக்கு இரண்டு நாட்களுக்கு முன்பு.", Facebook posts ," stated on August 14, 2022 in a Facebook post: ",1
1464,"""President Barack Hussein Obama kept 33 million pages of documents, much of them classified. How many of them pertained to nuclear? Word is, lots!""",politics,"""ஜனாதிபதி பராக் ஹுசைன் ஒபாமா 33 மில்லியன் பக்க ஆவணங்களை வைத்திருந்தார், அவற்றில் பெரும்பாலானவை வகைப்படுத்தப்பட்டுள்ளன. அவற்றில் எத்தனை அணுசக்தி தொடர்பானவை? வார்த்தை, நிறைய!""", Donald Trump ," stated on August 12, 2022 in a statement to the media: ",1
1465,"A ""Delta Force"" seized a shipment of weapons headed to the IRS.",miscellaneous,"ஒரு ""டெல்டா படை"" IRS க்கு அனுப்பப்பட்ட ஆயுதங்களைக் கைப்பற்றியது.", TikTok posts ," stated on August 8, 2022 in a TikTok video: ",1
1466,Brittney Griner is really a man.,miscellaneous,பிரிட்னி கிரைனர் உண்மையில் ஒரு மனிதர்., Facebook posts ," stated on August 7, 2022 in Facebook posts: ",1
1467,"Consuming “rice and beans, milk, cheese, butter and eggs” causes disease by age 30.",tech,"""அரிசி மற்றும் பீன்ஸ், பால், பாலாடைக்கட்டி, வெண்ணெய் மற்றும் முட்டை"" ஆகியவற்றை உட்கொள்வது 30 வயதிற்குள் நோயை ஏற்படுத்துகிறது.", Facebook posts ," stated on July 27, 2022 in a Facebook reel: ",1
1468,"""The Sun is out of place, the Moon is out of place and the stars are out of place. The compasses are off"" because of a shift in the Earth's poles.",tech,"பூமியின் துருவங்களில் ஏற்பட்ட மாற்றத்தால் ""சூரியன் இடம் இல்லை, சந்திரன் இடம் இல்லை மற்றும் நட்சத்திரங்கள் இடம் இல்லை. திசைகாட்டிகள் முடக்கப்பட்டுள்ளன"".", Facebook posts ," stated on July 29, 2022 in a Facebook post: ",1
1469,"In 2020, “250,000 ballots were manufactured” in Georgia and “Biden was given win” by Secretary of State Brad Raffensperger.",miscellaneous,"2020 ஆம் ஆண்டில், ஜார்ஜியாவில் “250,000 வாக்குச்சீட்டுகள் தயாரிக்கப்பட்டன” மற்றும் வெளியுறவுச் செயலர் பிராட் ராஃபென்ஸ்பெர்கரால் “பிடனுக்கு வெற்றி வழங்கப்பட்டது”", The Gateway Pundit ," stated on July 22, 2022 in a headline: ",1
1470,Jane Goodall's comments about population growth at the World Economic Forum show that the COVID-19 pandemic was planned.,tech,"உலகப் பொருளாதார மன்றத்தில் மக்கள்தொகை வளர்ச்சியைப் பற்றி ஜேன் குடாலின் கருத்துக்கள், கோவிட்-19 தொற்றுநோய் திட்டமிடப்பட்டது என்பதைக் காட்டுகிறது.", Instagram posts ," stated on July 24, 2022 in an Instagram post: ",1
1471,"""To date, nobody has been able to show that there is a law for the average American citizen working day in and day out to pay an income tax.""",miscellaneous,"""இன்று வரை, சராசரி அமெரிக்கக் குடிமகன் வருமான வரி செலுத்துவதற்கு நாள் தோறும் உழைக்கும் சட்டம் இருப்பதை யாராலும் காட்ட முடியவில்லை.""", Facebook posts ," stated on July 15, 2022 in a reel: ",1
1472,"""Supreme Court FINALLY signs VERDICT to IMPEACH Speaker Pelosi as Hunter's Laptop IMPLICATES her.""",miscellaneous,"""ஹண்டரின் மடிக்கணினி அவரைக் குறிவைத்ததால், சபாநாயகர் பெலோசியை இம்பீச் செய்ய உச்ச நீதிமன்றம் இறுதியாக தீர்ப்பில் கையெழுத்திட்டது.""", Facebook posts ," stated on July 20, 2022 in a Facebook post: ",1
1473,"Antarctica has “an entrance to a different world” — a “mythic land” with green forests, giant animals, and “extraterrestrial technologies.”",tech,"அண்டார்டிகாவில் ""வேறு உலகத்திற்கான நுழைவு"" உள்ளது - பசுமையான காடுகள், ராட்சத விலங்குகள் மற்றும் ""வேற்று கிரக தொழில்நுட்பங்கள்"" கொண்ட ""புராண நிலம்"".", Instagram posts ," stated on July 7, 2022 in an Instagram post: ",1
1474,"Jim Jordan said, “It's finally happening! Adam Schiff will be impeached.”",politics,"ஜிம் ஜோர்டன் கூறினார், ""இது இறுதியாக நடக்கிறது! ஆடம் ஷிஃப் பதவி நீக்கம் செய்யப்படுவார்.", Facebook posts ," stated on July 21, 2022 in a Facebook post: ",1
1475,Ranked choice voting in Alaska is a “totally rigged deal.”,tech,"அலாஸ்காவில் தரவரிசைப்படுத்தப்பட்ட தேர்வு வாக்களிப்பு என்பது ""மொத்த மோசடியான ஒப்பந்தம்"" ஆகும்.", Donald Trump ," stated on July 9, 2022 in a rally: ",1
1476,"""Biden threatens to assassinate Ukraine president.""",politics,"""உக்ரைன் அதிபரை படுகொலை செய்வதாக பிடன் மிரட்டுகிறார்.""", Facebook posts ," stated on July 18, 2022 in a Facebook post: ",1
1477,"""Third grade reading scores in the USA help correctional institutions predict how many beds they'll need in the future.""",miscellaneous,"""அமெரிக்காவில் மூன்றாம் வகுப்பு படிக்கும் மதிப்பெண்கள், எதிர்காலத்தில் தங்களுக்கு எத்தனை படுக்கைகள் தேவைப்படும் என்பதைக் கணிக்க திருத்த நிறுவனங்கள் உதவுகின்றன.""", Instagram posts ," stated on July 14, 2022 in an Instagram post: ",1
1478,"“Drought is a lie” designed to limit farming, reduce the food supply and ultimately control Americans.",tech,"""வறட்சி ஒரு பொய்"" விவசாயத்தை கட்டுப்படுத்தவும், உணவு விநியோகத்தை குறைக்கவும் மற்றும் இறுதியில் அமெரிக்கர்களை கட்டுப்படுத்தவும் வடிவமைக்கப்பட்டுள்ளது.", Facebook posts ," stated on July 6, 2022 in a Facebook post: ",1
1479,"CNN coverage has evidence of the “single most egregious, real-time example of electronic vote fraud.”",tech,"CNN கவரேஜ் ""மின்னணு வாக்கு மோசடியின் ஒற்றை மிக மோசமான, நிகழ்நேர உதாரணம்"" என்பதற்கான சான்றுகளைக் கொண்டுள்ளது.", Facebook posts ," stated on July 10, 2022 in a Facebook post: ",1
1480,Claims the James Webb Space Telescope is “fakery they got for the masses”,tech,"ஜேம்ஸ் வெப் ஸ்பேஸ் டெலஸ்கோப் என்பது ""மக்களுக்கு கிடைத்த போலியானது"" என்று கூறுகிறார்.", Facebook posts ," stated on July 12, 2022 in a Facebook post: ",1
1481,"In Kenya, ""pregnant women can't leave the house, so they absolutely have no constructive right to vote.""",politics,"கென்யாவில், ""கர்ப்பிணிப் பெண்கள் வீட்டை விட்டு வெளியேற முடியாது, எனவே அவர்களுக்கு வாக்களிக்கும் உரிமை முற்றிலும் இல்லை.""", Emily Compagno ," stated on July 5, 2022 in a Fox News show: ",1
